Sentiment,Text
neutral,Incap Corporation Stock Exchange Release 4 May 2010 at 8.30 a.m. INCAP CORPORATION 'S DIRECTED SHARE ISSUE WAS SUBSCRIBED IN FULL The Board of Incap Corporation has approved the subscriptions of directed share issue .
neutral,"Amer Sports divests an industrial site in Rumilly , France -  This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients ."
neutral,"Simultaneously , his responsibility area is extended from legal affairs to cover also mergers and acquisitions ."
neutral,The Board of Directors has proposed the Extraordinary General Meeting to authorise the Board to decide on the issuance of a maximum of 30mn new shares in one or more share issues .
neutral,`` BG Crane has been a strong partner for Hiab in Australia for many years .
neutral,"Once your plants are in the ground they will continue to grow , but the success of any garden lies in how well it 's maintained ."
neutral,"The purchase of sites worth 300 million in the Thames Gateway will provide more than 1,200 homes ."
neutral,"Poyry 's contract includes engineering management , civil and detail engineering services , and time scheduling and procurement services ."
neutral,"The Group brand portfolio includes the leading brand in the industry , Rapala , and other global brands like VMC , Storm , Blue Fox , Luhr Jensen , Williamson , Marttiini and Sufix ."
neutral,"It 's `` finger-friendly '' , and to my opinion , really fast ."
neutral,"`` Thanks to my Nokia and Lulu , I am now proud to be a published His novel can be found here ."
neutral,"`` The summer collection 2008 will be joyfully fresh like a vitamin injection , '' said H&M 's head of design Margareta van den Bosch ."
neutral,"A maximum of 20 employees , who work in Karttakeskus and are responsible for producing Geographic Information Services , will be affected , the company added ."
positive,"About Marubeni Marubeni Corporation TSE : 8002 ; ADR : MARUY was established in 1858 , and is a core company of Marubeni Group , one of Japan 's leading general trading houses ."
neutral,"ABOUT MIDNIGHTTRADER : MidnightTrader is the premier source of extended-hours US equity trading analysis , news and forecasting for the retail and institutional investment community ."
neutral,Juha-Pekka Weckstr+¦m has been appointed President of telecom group TeliaSonera Finland to succeed Esa Rautalinko .
neutral,"According to Pietinalho , doctors should motivate their patients who smoke every time they visit their doctors ."
neutral,"According to the original merger plan , Scanfil would get a 79 % stake in the combined business ."
neutral,"According to Ultrascan , with a software acquired from crackers , it has managed to change the mobile phone in a way that the phone was able to get hold of a one-time password sent by a bank via a text message ."
neutral,"Additionally , retailers can use the same hardware across all tasks in stores and throughout the warehouse , providing substantial savings on support and infrastructure costs ."
neutral,"Addus ' services include personal care and assistance with activities of daily living , skilled nursing and rehabilitative therapies , and adult day care ."
neutral,"Aldata Solution Oyj Bertrand Sciard President and CEO Further information : Aldata Solution Oyj , Bertrand Sciard , President and CEO , tel. +33 1 46 48 28 00 Aldata 100 % Retail-Wholesale At Aldata 100 % of our business is dedicated to retail and wholesale business improvement ."
neutral,Alfa group will have 43.9 % of voting stock in the new company and Telenor 35.4 % with a free float of 20.7 % .
neutral,All are welcome .
neutral,Altogether 150 subjects with mildly elevated cholesterol levels participated in the four-month long intervention .
neutral,"An additional amount , capped at EUR12m , is payable in cash upon the achievement of certain financial performance targets in 2007 ."
neutral,"Arto Ryymin , born 1964 , will replace Juhani Kaisanlahti who has worked as acting EVP , Healthcare & Welfare since August 2007 ."
neutral,At CapMan Haavisto will be responsible for Group Finances and Accounting and IT .
positive,"By implementing the software the Finnish Army aims to unify and improve its operations in these application areas , QPR Software stated ."
neutral,"Cablevision Systems Corp. CVC Their Madison Square Garden division owns and operates the New York Knickerbockers basketball team ; they also own the Madison Square Garden Arena , the New York Rangers hockey team , the New York Liberty women 's basketball team , and the Hartford Wolf Pack hockey team ."
neutral,"CapMan has six investment areas CapMan Buyout , CapMan Technology , CapMan Life Science , CapMan Russia , CapMan Public Market and CapMan Real Estate , and each of them has a dedicated team and funds ."
neutral,"CapMan Plc Press Release 31 March 2008 Jukka Ruuska , President of the OMX Nordic Exchanges and the Stockholm Stock Exchange , will transfer to CapMan effective no later than September 2008 ."
neutral,"cents The profile contains business operations , the company history , major products and services , prospects , key competitors , structure and key employees , locations and subsidiaries ."
neutral,"Conference Call To participate via a conference call , please dial in 5-10 minutes before the beginning of the event : +44 0 20 7162 0025 Europe or +1 334-£323-£6201 USA ."
neutral,Construction is scheduled to start in April-June 2007 and to be completed in early 2008 .
neutral,"FinancialWire tm is a fully independent , proprietary news wire service ."
neutral,Finnish Civil Aviation Administration decided to temporarily reopen Finnish capital 's Helsinki airport since 3 p.m. to 11 p.m. Monday local time .
positive,"Fiskars , the World 's  1 Scissors Brand TM , recently won Learning -‹ Magazine 's 2011 Teachers ' Choice Award for the Classroom ."
neutral,"Founded in 1946 , Strand Associates , which provides civil , environmental , transportation , electrical and mechanical engineering services , has 350 employees at 10 offices in Wisconsin , Alabama , Illinois , Indiana , Kentucky and Ohio ."
neutral,Halonen 's office acknowledged receiving the letter but declined comment .
positive,He believes that the soy-oats have a good chance of entering the UK market .
neutral,"He does not believe , however , that HKScan or Atria will start to use imported meat as Finnish consumers prefer domestic products ."
neutral,"Headquartered in this city , the company is nearly 75 years old and focuses on science-based innovation and technology for environmental measurement ."
neutral,"However , in March 2009 , the government of St. Petersburg passed the front part of the building with the area 1,900 square metres and a land plot for a hotel worth USD 10-15mn to the company Delta ."
neutral,"In 2009 , Lee & Man had a combined annual production capacity of close to 4.5 million tonnes of paper and 300,000 tonnes of pulp ."
neutral,"In the method the smelt spouts 2 are separated from the working area 6 by a shielding wall 8 , 10 arranged movable in relation to the smelt spouts ."
neutral,"Investments span across various product and investment types , including retail , hospitality , office , and residential , with interests in real-estate portfolios , non-performing loans and corporate restructurings ."
neutral,It also recovers valuable raw material for Kemira 's water chemical production .
neutral,"It is necessary to strengthen the company 's operations , however ."
neutral,It will use the proceeds from the transaction to achieve its target .
positive,"Kai Tulonen , Chief Technology Officer , SysOpen Digia says : `` We have been using Corporate Phonebook inside SysOpen Digia extensively since last fall , and we have been very satisfied with the results ."
positive,"Last year , Lemminkainen completed the Kouvola K-supermarket contract ."
neutral,Le Lay succeeds Walter G++nter and will be based in Finland .
neutral,"Lemminkainen Infra Oy 's subsidiary Lemminkainen Sverige AB will perform the construction work , which is expected to start in early 2011 and to be completed in the summer of 2013 ."
neutral,"Los Angeles-based Pacific Office Properties Trust acquires , owns , and operates office properties in the western U.S. , focusing initially on the markets of Honolulu , San Diego , Los Angeles , and Phoenix ."
neutral,"Master of Mayawas jointly developed by Nokia Siemens Networks and UFA - FremantleMedia , and will be actively advertised by Maxis in the end of May 2007 ."
neutral,Medical Devices - Russia This brand-new market analysis gives a clear overview of the actual situation and future outlook of the medical device market in Russia .
positive,"Metrics in QPR ScoreCard now support date , text and milestone-based values , which improve its support for managing projects around performance or process-related content ."
neutral,Mformation provides enhanced management of these applications by enabling configuration and control throughout their lifecycle .
neutral,"Mr. Jorma Valkama , Managing Director of Suomen Paikallissanomat Oy , states that Rannikkoseutu complements in an outstanding way the current product range of the company ."
neutral,"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today ."
neutral,"Neste Oil said that while results from its biomass to 3 liquids demonstration plant , commissioned in June 2009 , have been promising , no decision on a commercial plant has been taken ."
neutral,"Nokia will continue to invest in future development of Qt , and Digia will be responsible for commercial licensing and services business ."
neutral,"Nonwovens and specialty papers , made by Ahlstrom , are used in a large variety of everyday products , e.g. in filters , wipes , flooring , labels , and tapes ."
neutral,"Now , Nokia has announced the launch of Bicycle Charger Kit that is compatible with all Nokia phones that have a 2 mm charging interface ."
neutral,"On the basis of competitive bidding OOO Kitai Stroi , the Russian subsidiary of China State Construction Engineering Corporation , a construction company owned by China State , has been selected as the main constructor ."
neutral,"Only this time , Nokia , India 's largest MNC , has sought out a topic that could spark off a million approaches ` Creativity in Emerging Markets ."
positive,Other carriers and handset makers spin it as a positive event that will raise interest for higher-end phones and pricier data plans .
neutral,Other potential clients include public administration organizations investing in utility networks and services .
neutral,"Our solutions are fully Arabized , and our message is that we want to become the IT partner of choice for businesses in the Near-East region ."
positive,"Pearl Plaza LLC , the joint venture of SRV and Shanghai Industrial Investment Holdings Co Ltd , has concluded the investment decision on construction of the first phase of the shopping center in Saint Petersburg , Russia ."
neutral,"POYRY PLC Additional information by : Martin Kuzaj , President , Industry Business Group , Finland Tel. +358 10 33 21179 Sanna Paivaniemi , Director , Investor Relations , Poyry PLC , Finland Tel. +358 10 33 23002 Poyry is a global consulting and engineering company dedicated to balanced sustainability ."
neutral,"Professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking ."
neutral,Satama and Trainers ' House will remain as names and independent brands of the business areas .
neutral,"Talvik says the relocation of application programs on servers will continue , while HP servers were approved because of HP supplying a tailor-made solution to Elisa ."
positive,"Technopolis and the St. Petersburg government signed a cooperation memorandum in October 2005 to set up a techno-park in the Neudorf production zone in the village of Strelny , in the St. Petersburg suburbs ."
neutral,Tekla Structures 16 is ` all about you and your team ' and compatible with the Windows 7 operating system .
positive,"Tekla Structures BIM Building Information Modeling software is being developed according to a long-term plan of improved user experience , process , and functionality ."
positive,TeliaSonera is the leading telecommunications company in the Nordic and Baltic regions .
neutral,"The above mentioned shareholders will suggest that a monthly salary of EUR 1,400 would be paid for the Board members outside the company ."
neutral,"The address location is provided to a local controller , preferably by wireless transmission , which then uses the address location to access the appliance control module ."
neutral,The aim of the bridge solutions chosen is to minimize construction times while ensuring that traffic beneath the bridge on the Saimaa canal continues undisturbed .
neutral,The Bank is also examining the benefits of transferring the Swedish business to operate as a branch office so that the operations would be governed by Finland 's laws .
neutral,The company admits that 36 months is a relatively short time when operating in Russia .
neutral,The company has a wide selection of metal products and services .
neutral,"The company is in charge of all natural gas storage activities in France , Great Britain , and Germany ."
neutral,The cooperation with airBaltic is expected to lead to the transfer of Finncomm to the ownership of airBaltic in time .
neutral,The Court 's decision will also promote genuine competition in services
neutral,"The Daily Graphic newspaper , in October , reported an initiative being embarked upon by the Fidelity Bank to partner Ghana Post , which has offices across the country , to offer financial services to the unbanked and under-banked in the country ."
neutral,"The device can also be used for theft protection and positioning of vehicles , boats and other assets ."
neutral,"The donations are granted to Aalto University and the universities of Helsinki , Tampere , Turku , Eastern Finland , Jyv+Æskyl+Æ , Oulu and Vaasa , and to polytechnics to be announced later ."
neutral,"The Estonian beverages maker A. Le Coq today brought to the market a new premium class beer , A. Le Coq Special , investing 6 million kroons EUR 383,000 into its development and planning to sell three million liters of the beer during the next year ."
neutral,The first phase will be completed by the end of 2012 .
neutral,"The guidance has been set at 90 basis points over mid-swaps , the report said ."
neutral,The invention carries International Patent Publication No. .
neutral,"The inventors are Bylander Johan , Ponten Fredrik and Lundberg Jorgen ."
neutral,"The inventors are Mukkavilli Krishna Kiran , Sabharwal Ashutosh and Aazhang Behnaam ."
neutral,"The Inventors are Ridge Justin , Bao Yiliang and Karczewicz Marta ."
neutral,The issuer is solely responsible for the content of this announcement .
neutral,The issuer is solely responsible for the content of this announcement .
neutral,"The market making in accordance with the agreement will begin on September 24 , 2009 ."
neutral,"The offer price is $ 35 million , including cash of $ 10 million as net debt assumption of FACE , and $ 20 million worth of Cencorp shares to be issued to Savcor ."
neutral,The ore body is sufficient to support anticipated production for at least 46 years .
neutral,The original patent was filed in Finland under application No. .
neutral,"The relocation of Ragot has already started and will be completed in the next few weeks , with the Waterqueen and Tortue moves planned for mid-2008 and VMC Europe during the third quarter of 2008 ."
positive,"The report provides a comprehensive insight into the company , including business structure and operations , executive biographies and key competitors ."
neutral,"The rewards to be paid on the basis of the earning period 2011 will correspond to the value of a maximum total of 364,000 Componenta Corporation shares including also the proportion to be paid in cash ."
neutral,The right margin will be viewed separately in detail with every customer .
neutral,The service also enables users to watch e-mails in HTML format en is enhanced with 23 addition languages to choose from .
positive,"The services also give the supplier opportunity to key-in invoices , receive orders electronically , to send order confirmations and to upload and create electronic catalogues ."
neutral,The Swedish subsidiary holds 1.0 % net smelter return `` NSR '' royalties over two advanced copper projects in northern Sweden - the Viscaria and Adak Projects - being developed by Avalon Minerals Ltd. ASX : AVI .
neutral,"The total investment in the Vantaa plant extension will amount to around 10 million euro , and Okmetic 's share of the investments will be worth around 2.7 million ."
neutral,"The value of the deal exceeds EUR500 ,000 , the company said ."
neutral,"This implementation will upgrade the existing system , enabling voicemail and video mail to be housed on the same platform ."
positive,This is the second successful effort for the financial investor this year .
neutral,Travel expenses would be reimbursed in accordance with the travel policy of the company .
neutral,Welcome !
neutral,Wellness services will be important in the future .
neutral,"You need to be ready when the window opens up , Rosberg said ."
neutral,- Tikkurila inspires you to color your life .
positive,: Lietuvos Respublikos sveikatos apsaugos ministerija has awarded contract to UAB `` AFFECTO LIETUVA '' for financial systems software package .
neutral,CF2 Pty Ltd became a substantial holder in Renison Consolidated Mines NL on January 25 with 150 million shares ( 7.9 pc ) .
neutral,Raffles Equities Ltd became a substantial holder in Archer Exploration Ltd on January 12 with 11.7 million shares ( 18.2 pc ) .
positive,"` For Nordea , moving into the new headquarters signifies the beginning of a new era ."
neutral,"` We respect their decision ... the discussions are now closed , ' said Kai Telanne , Alma Media 's CEO ."
neutral,`` Directors and shareholders alike should ask why these practices were allowed to continue . ''
neutral,"`` Every partner will be allowed to buy a quantity of electricity corresponding to their share in the consortium , at production cost , '' a letter of intent said ."
positive,"`` I 'm happy with the outcome , '' Sneed said after the hearing ."
positive,"`` Installation of the automatic varnishing line is an important part of the company 's strategy in the region of central and eastern Europe , '' said Jozef Misurec , the director of Ruukki Slovakia ."
positive,`` It allows the young child to move forward with his life . ''
positive,"`` Our decision and resolve on MeeGo is only stronger , '' she continued ."
neutral,`` The issues identified by Stonesoft affect a range of content inspection technology .
neutral,`` They want my credit card info and my personal details .
neutral,"`` We hope to clarify our policies to Finnish businesses where there are any gray areas , '' Motlanthe said ."
neutral,"`` We will now , after the relevant authority approvals , make a mandatory bid as required by the Finnish Securities Markets Act ."
positive,1 November 2010 - Finnish textile and clothing company Marimekko Oyj ( HEL : MMO1V ) announced on Friday the opening of its first concept store in Seoul in cooperation with Japanese sector player Look Inc ( TYO : 8029 ) .
neutral,A broad range of connectivity options including 3G - HSPA and Wi-Fi gives consumers high speed access to the Internet .
positive,A new production line is being completed for the contract production of hormone treatments .
neutral,A quick `` one-stop-shop '' to understand the company .
neutral,About Dopplr Dopplr is a service for smart travellers .
positive,About Elcoteq Elcoteq SE is a leading electronics manufacturing services ( EMS ) company in the communications technology field .
positive,About Nokia Nokia is a pioneer in mobile telecommunications and the world 's leading maker of mobile devices .
neutral,About Stonesoft Corporation Stonesoft Corporation ( OMX : SFT1V ) is an innovative provider of integrated network security solutions to secure the information flow of distributed organizations .
neutral,"According to Sweden 's Minister for Local Government and Financial Markets , Mats Odell , the decision to sell the State 's shares in telecom group TeliaSonera can only be carried out in cooperation with the State of Finland ."
neutral,Finnish beverage company Olvi is introducing a new long drink Olvi Kultalonkero ( `` golden long drink '' ) in the market in Finland in the spring of 2009 .
positive,"Finnish GeoSentric , a developer and provider of solutions , products , and technologies for location based services , has preliminary agreed on a EUR 6mn short-term funding with its leading investor ."
positive,Finnish Raisio ( Diagnostics ) is launching new DNA-based quick tests to ensure the safety of food .
neutral,Finnish Rautaruukki is selling its precision tube and automotive component processing unit Carl Froh in Germany to German Arques Industries .
negative,"Finnish Suominen Corporation that makes wet wipes , nonwovens , and flexible packaging is starting employer-employee negotiations at its Tampere plant in Finland to lay off about 25 employees ."
neutral,Swedish Wallenberg family controlled Investor has bought a large stake of C shares in Swedish retail bank SEB .
negative,"According to Arokarhu , some of the purchases that had been scanned into the cash register computer disappeared when the total sum key was pressed ."
neutral,"According to Barclays , the F-Secure software will protect users from hackers , viruses , spyware and other digital attacks ."
neutral,"According to CapMan Plc 's Corporate Governance , the majority of the committees ' members shall be independent of the Company ."
neutral,"According to Finnair Technical Services , the measure is above all due to the employment situation ."
neutral,"According to Honka Japan 's Managing Director Marko Saarelainen , Honkarakenne exports about 200 ready made log houses to Japan a year ."
neutral,"According to preliminary data from Slovakia 's Statistics Office , goods worth E36 .4 million were imported from Finland between January and October 2010 , making up 0.1 percent of Slovakia 's total imports ."
neutral,"According to Seikku , the retail sector in Finland is controlled by 3-4 large actors , while food manufacturers are still relatively small ."
negative,"According to the company , staff will be laid off temporarily when necessary ."
neutral,"According to Tyrv+Æinen 's estimation , Japan is a very essential location in terms of Finnair 's Asian strategy ."
neutral,"According to Vauramo , the plant 's lifting equipment is suitable for Asian and for some Chinese trucks ."
neutral,"After the signing , the total amount of Aspo 's revolving credit facility agreements is EUR 50 million , which replaces the formerly valid agreements of EUR 80 million ."
neutral,"Ahlstrom Corporation STOCK EXCHANGE RELEASE 13.02.2008 Ahlstrom , a global leader in high performance fiber-based materials , today announced the completion of the acquisition of Friend Group Inc. , which consists of West Carrollton Parchment Company and West Carrollton Converting Company ."
neutral,"Aho is proud of the company 's new product , Lordi-Cola ."
neutral,Aldata to Share Space Optimization Vision at Apollo User Group and 2009 Category Management Association Conferences ; Company Will Unveil New Solution that Combines Business Intelligence with Space Planning Data at Conferences
neutral,"ALEXANDRIA , Va. , Aug. 27 -- Timo Vataja of Tampere , Finland , Virve Inget of Oulu , Finland , have developed a computer program product with activating the right of use ."
neutral,"Also , a seven-year historic analysis is provided for these markets ."
neutral,"Also , a six-year historic analysis is provided for these markets ."
neutral,"Also , a six-year historic analysis is provided for this market ."
neutral,"Also , Technopolis plans to build a 100 million euro technology park at the special economic zone Neudorf in St. Petersburg , the St. Petersburg government said in February ."
neutral,Also Chile is an important market area for forest machine companies .
neutral,Also the traditional grapevine carries a lot of weight .
positive,Altia 's operating profit jumped to EUR 47 million from EUR 6.6 million .
positive,Altimo and TeliaSonera said yesterday that Usmanov would be welcome to join the new company .
neutral,Amanda said that it had already made a USD5 .0 m investment commitment in Russia Partners II fund in July 2005 .
neutral,"An  of the invention , released by the Patent Office , said : `` The chambers are pressurized ."
neutral,An audio webcast will be available live and archived on Cerner 's Web site at www.cerner.com .
neutral,"Anttila 's online department store - NetAnttila - has an established position as the best-known , most visited and most shopped online store in Finland  ."
neutral,"Apart from Nordea , also Ergo is competing for the position among the top three pension funds providers in Estonia ."
neutral,"As a result of the merger , the largest professional electronics and telecommunications technology contract manufacturing center in Finland will be formed in Sievi ."
negative,As a result of the negotiations the employment of 130 blue - and white-collar employees at the Oulu plant would be terminated .
neutral,"As of August 2008 , Glaston 's North Asian sales and service region is upgraded to a new market area , North Asia ."
neutral,"As the world leaders in developing UV technology for municipal wastewater , drinking water , and industrial water treatment systems , Trojan Technologies was a logical partner in providing W+Ærtsil+Æ with UV technology for ballast water treatment ."
neutral,"Aspo 's strong company brands - ESL Shipping , Leipurin , Telko and Kaukomarkkinat - aim to be the market leaders in their sectors ."
neutral,"At this stage , a maximum of 60,000 Tulikivi Series A shares will be acquired , representing about 0.16 per cent of the company -“ s shares outstanding ."
positive,Atria Group is a leading Scandinavian meat products group .
positive,"Atria will launch a campaign in September to promote the CampoMos brand on the Moscow market , he said ."
neutral,BasWare Order Matching automatically matches purchase invoices with approved purchase orders .
positive,"BG AD , Bulgaria 's leading Internet company ."
neutral,"Capacity of the facility made by Finland 's Vaahto Group is 86,000 tons of light coated paper ."
neutral,"CapMan , an asset manager , has EUR 3bn worth of assets under management in the Nordic region ."
neutral,"CapMan has four investment areas ( CapMan Buyout , CapMan Technology , CapMan Life Science and CapMan Real Estate ) , and each of them has a dedicated team ."
neutral,Castecka said the town hall would hold talks with other investors interested in the zone .
neutral,Central Europe is an important market area for Honka .
neutral,cents Recognize potential partnerships and suppliers .
positive,Certain shareholders have irrevocably agreed to vote in favor of the bond issue .
neutral,"Changes being announced today will be effective after the close of trading on Friday , June 19 , 2009 ."
neutral,Chief Financial Officer Jim Heindlmeyer said Beyond Oblivion is in advanced talks with the four major recording companies about its service .
neutral,"CHS Expo Freight is a major Finnish fair , exhibition and culture logistics company that provides logistics services to various events by land , air and sea ."
neutral,Competition authorities will have to approve the deal before it can be finalized .
neutral,"Complete name of shareholder : Otto Henrik Bernhard Nyberg For further information , please contact Maija-Liisa Friman , CEO , tel. +358 9 7597 0711 ."
neutral,Completion of the transaction is subject to a final agreement and a Due Diligence process .
neutral,Construction is expected to be completed in the summer of 2011 .
neutral,Consumers are now increasingly interested in what they can do with heir phones .
neutral,"Crucially , the decision to use ETSI ( European Telecommunication Standard Institute ) - backed DVB-H adds to the growing list of operators and equipment manufacturers opting for the standard ( see Global : 20 January 2006 : Competing Technologies Vie for Mobile TV ) ."
neutral,Currently more than 100 of Global Fortune 500 companies are using SSH security solutions .
positive,"Demand seems to have hit bottom now , and some signs of improvement can be seen ."
neutral,"DnB Nord of Norway is the `` most likely Nordic buyer '' for Citadele , while Nordea would be a `` good strategic fit '' , according to the document published by Pietiek ."
neutral,Donations to universities The Annual General Meeting authorized the Board of Directors to donate max .
neutral,"Dopplr members share personal and business travel plans privately with their networks , and highlight interesting places to stay , eat and explore in cities around the world ."
neutral,Dragonfly Love is another video shot from start to finish using the Nokia N8 .
neutral,"During the past 10 years the factory has produced many of Nokia 's most popular models including the Nokia 2760 , the Nokia 6300 as well as Nokia 's latest music device the Nokia 5800 Express Music ."
neutral,EB will hold the exclusive rights to market the new entity 's product .
neutral,"Elcoteq 's Electronics Manufacturing Services ( EMS ) Business Segment serves customers globally in Engineering , Manufacturing and Fulfillment services ."
neutral,"Elisa Corporation , headquartered in Helsinki , is a Finnish telecomms company offering private and corporate customers a comprehensive range of telecomms services ."
positive,"Employees are also better prepared to answer calls , since they already have detailed information about the caller before they answer the phone . ''"
neutral,"Entire paper mills may be set up , especially in the new EU member states ."
neutral,"EQT has completed its exit from Salcomp , a Finnish company that makes mobile phone chargers , by selling its remaining stake to Swedish investment group Nordstjernan for about ( EURO ) 35 million ( $ 47 million ) ."
neutral,"Even so , Tulikivi emissions are well below some of the strictest state standards including Washington and Colorado ."
neutral,FCC Chairman Kevin Martin said that fair play required extending the same deregulatory rules to the digital subscriber lines that telecom providers use for broadband networks .
neutral,"FinancialWire ( tm ) , in cooperation with the Investrend Broadcast Syndicate , also provides complete , daily conference call and webcast schedules as a service to shareholders and investors via the FirstAlert ( tm ) Networks oeFirstAlert ( tm ) Daily ."
positive,Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) said on Friday ( 27 June ) that it has completed employee negotiations regarding a reorganisation of its operations .
neutral,Finnish consumers prefer to buy the cheapest beer brand .
positive,"Finnish engineering and technology company Metso Oyj said on May 27 , 2008 it completed the acquisition of paper machinery technology from Japanese engineering company Mitsubishi Heavy Industries ( MHI ) for an undisclosed sum ."
neutral,"Finnish holding company Panostaja Oyj said on June 12 , 2007 it has signed a letter of intent to acquire local Lahden Lampokasittely Oy and Heatmasters Oy , active in the heat treatment of metals , for a total 3.1 mln euro ( $ 4.1 mln ) ."
neutral,Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) announced today the launch of Tikkurila ProHouse method for protection of wooden surfaces via treatment with Ultra Pro waterborne products .
neutral,"Following the registration , the number of issued and outstanding shares of Basware is 12,890,829 ."
neutral,Fortum had previously bought the state-held stake in TGK-10 from RAO UES during its reform .
neutral,"Founded in 1649 , Fiskars has over 360 years of product quality excellence and is Finland 's oldest company ."
positive,"Furthermore , our fully electrically driven cranes are environmentally friendly ."
neutral,GenVec is a biopharmaceutical company developing novel therapeutic drugs and vaccines .
neutral,"GeoSentric 's flagship product is the GyPSii platform , which uses pioneering geo-location software technology to connect people to people , and people to places with new and exciting social community and location-specific services ."
neutral,"Glaston 's well-known brands are Bavelloni , in pre-processing machines and tools , Tamglass and Uniglass , in safety glass machines and Albat + Wirsam in software solutions ."
neutral,"Glaston 's well-known brands are Bavelloni , in pre-processing machines and tools , Tamglass and Uniglass in safety glass machines and Albat + Wirsam in software solutions ."
neutral,"Goodwill and other intangible assets account for some 2.0 mln euro ( $ 2.6 mln ) of the purchase price , 20 pct of which payable in Aspo shares ."
positive,Grapevine city officials in September approved $ 35 million in tax rebates and grants for the expansion .
neutral,Gunneflo will be responsible of Oriola-KD 's Pharmaceutical Trade business in Sweden .
neutral,"Harju Elekter was founded in 1968 , and is the leading producer of electrical equipment and materials in the Baltic States ."
neutral,"Harold W. Young is an independent broker working closely with several retailers including Ahold USA , Market Basket , CVS , BJ 's Wholesale Club , Hannaford and Cumberland Farms ."
positive,He also mentions that this improvement to the service follows the recent expansion of the Finnlines service from Bilbao via Antwerp and Helsinki and from Hull via Helsinki to St. Petersburg .
neutral,HELSINKI ( AFX ) - Outokumpu said it has agreed to sell the Hitura nickel mine in Finland to Canadian group Belvedere Resources Ltd for 10 mln eur worth of Belvedere shares .
neutral,"HKScan , headquartered in Turku , Finland , is a leading northern European food group with 10,000 employees in nine countries ."
neutral,"HKScan is one of the leading food companies in northern Europe with homemarkets in Finland , Sweden , the Baltic countries and Poland ."
neutral,"Honkarakenne mainly exports large luxury log houses to Russia to be used as one-family houses or holiday homes ; 70 % of sales go to the Moscow region , about 20 % to the St Petersburg region , and the remainder to other locations ."
neutral,However short-term rentals are becoming more popular .
neutral,"HUHTAMAKI OYJ STOCK EXCHANGE RELEASE 16.12.2008 AT 09:30 Huhtamaki Oyj has resolved to clarify the Group structure by separating the Foodservice and Consumer Goods businesses in its production unit in Hameenlinna , Finland by transferring the businesses into its wholly owned subsidiaries ."
positive,"Iggesunds Bruk in Sweden is one of the most advanced , fully integrated pulp and paperboard mills in the world ."
neutral,"In addition , YIT has reserved EPI Russia the right to expand the logistics center by about 100,000 m2 ."
neutral,"In addition to the presentations held by President & CEO Kai Telanne and CFO Tuomas Itkonen , participants will have an opportunity to discuss with other members of the company 's management ."
neutral,"In Finland , 71 % of paper and paperboard is reclaimed ."
neutral,"In Finland , export industry forms a large clientele for the packaging industry ."
neutral,"In providing managed services , Nokia takes responsibility for building , operating and transferring as well as optimising the Indosat 3G network ."
neutral,"In Switzerland , Teleste have been an established supplier of products for a long time and its primary customers include cable and fiber-to-the-home ( FTTH ) operators ."
neutral,"In the end , Sanoma News wants to secure its foundation with the savings ."
positive,"In the Homeware area , Fiskars provides leading branded products for home , kitchen , and interior design ."
neutral,"In the survey , Goodyear is the third most valued tyre brand , followed by Continental and Bridgestone ."
neutral,"In today s business , you have to pre-empt what consumers want , said Mohammed Zainalabedin , General Manager , Zain Bahrain ."
neutral,Ingen is an established medical device manufacturer with an emerging new medical product line for the respiratory market worth an estimated $ 4 billion in the U.S. and $ 8 billion globally .
neutral,Insurance policies should be simple .
neutral,It has several innovative small molecule and biological drug candidates at different stages of clinical development .
neutral,It has sold one half of its business operations and will enter the Helsinki Stock Exchange via the back door through an innovative buyout arrangement with Kasola .
neutral,"It is a member of the OneWorld alliance , which includes American Airlines and British Airways ."
positive,It is a solid credit that has been compared to a DZ Bank or a Rabobank .
neutral,It is expected to be completed by the end of 2007 .
neutral,It is planned to set up the A class business center in the two top storeys of the complex .
neutral,"It is positive that the company it recruited Harri Koponen as CEO , according to Affarsvarlden ."
neutral,"It is the first oil company to join RSPO and commits fully to sustainable sourcing of feedstocks for the production of its NExBTL biodiesel , it said ."
neutral,It will provide heating in the form of hot water for the sawmill 's needs .
neutral,Its 168 asset management experts manage assets worth over EUR 35 billion .
neutral,Its other well-known brands include fitness equipment maker Precor and U.S. - based ball sports equipment maker Wilson .
neutral,"Janno Reiljan , a member of the Eesti Energia supervisory board , said the owners of Narva Power Grid had informed Eesti Energia about their wish to sell ."
positive,"Jawad Williams scored 23 points in an impressive debut for Jerusalem , with Jason Rich adding 18 and Yuval Naimi chipping in with 16 points for Hapoel , which visits the yellow-and-blue next week ."
neutral,Jon Risfelt is 49 years old holds a Master of Science in Chemical Engineering from the Swedish Royal Institute of Technology .
neutral,Juha Haapakoski will continue as Editor-in-Chief with budget responsibility also with the new publisher .
